category,keyword,competition,intents,trend
related_keywords,glass cover for windows,100,,"October 2024 : 1000, November 2024 : 1000, December 2024 : 880, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 1000, August 2025 : 1000, September 2025 : 880"
related_keywords,valances for sliding glass doors,100,,"October 2024 : 1000, November 2024 : 880, December 2024 : 880, January 2025 : 1300, February 2025 : 880, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 590, August 2025 : 720, September 2025 : 720"
related_keywords,sheer door curtains,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 590, January 2025 : 720, February 2025 : 480, March 2025 : 590, April 2025 : 590, May 2025 : 590, June 2025 : 1600, July 2025 : 1000, August 2025 : 1600, September 2025 : 880"
related_keywords,sunlight blinds,97,,"October 2024 : 720, November 2024 : 590, December 2024 : 590, January 2025 : 720, February 2025 : 880, March 2025 : 880, April 2025 : 1000, May 2025 : 1600, June 2025 : 1000, July 2025 : 1000, August 2025 : 880, September 2025 : 720"
related_keywords,hunter douglas remote control,99,,"October 2024 : 880, November 2024 : 880, December 2024 : 880, January 2025 : 1000, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 720, September 2025 : 880"
related_keywords,lowes patio shades,100,,"October 2024 : 880, November 2024 : 590, December 2024 : 390, January 2025 : 320, February 2025 : 590, March 2025 : 1000, April 2025 : 1000, May 2025 : 1000, June 2025 : 1300, July 2025 : 1000, August 2025 : 720, September 2025 : 590"
related_keywords,window cornice box,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 880, January 2025 : 1000, February 2025 : 880, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 880"
related_keywords,eclipse shades,77,,"October 2024 : 880, November 2024 : 590, December 2024 : 590, January 2025 : 480, February 2025 : 480, March 2025 : 720, April 2025 : 880, May 2025 : 1000, June 2025 : 1300, July 2025 : 1300, August 2025 : 1000, September 2025 : 720"
related_keywords,roller window,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 590, January 2025 : 720, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,installing levolor blinds,37,,"October 2024 : 880, November 2024 : 1000, December 2024 : 880, January 2025 : 880, February 2025 : 880, March 2025 : 1000, April 2025 : 720, May 2025 : 720, June 2025 : 1000, July 2025 : 1000, August 2025 : 1000, September 2025 : 880"
related_keywords,blind installers near me,77,,"October 2024 : 880, November 2024 : 590, December 2024 : 480, January 2025 : 880, February 2025 : 590, March 2025 : 590, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 720, August 2025 : 590, September 2025 : 590"
related_keywords,blinds r us,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 590, January 2025 : 720, February 2025 : 720, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 880, July 2025 : 880, August 2025 : 720, September 2025 : 590"
related_keywords,custom cellular shades,100,,"October 2024 : 590, November 2024 : 1000, December 2024 : 880, January 2025 : 720, February 2025 : 590, March 2025 : 590, April 2025 : 590, May 2025 : 590, June 2025 : 720, July 2025 : 590, August 2025 : 590, September 2025 : 720"
related_keywords,blackout vertical blinds,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 590, January 2025 : 720, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 880, August 2025 : 720, September 2025 : 590"
related_keywords,shutter company near me,88,,"October 2024 : 1000, November 2024 : 720, December 2024 : 720, January 2025 : 720, February 2025 : 590, March 2025 : 1000, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 720"
related_keywords,custom blackout shades,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 590, January 2025 : 880, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 880, June 2025 : 880, July 2025 : 880, August 2025 : 720, September 2025 : 590"
related_keywords,curtains and blinds near me,51,,"October 2024 : 880, November 2024 : 1000, December 2024 : 480, January 2025 : 1600, February 2025 : 720, March 2025 : 720, April 2025 : 590, May 2025 : 590, June 2025 : 390, July 2025 : 480, August 2025 : 590, September 2025 : 1000"
related_keywords,custom faux wood blinds,78,,"October 2024 : 1300, November 2024 : 720, December 2024 : 480, January 2025 : 720, February 2025 : 390, March 2025 : 590, April 2025 : 590, May 2025 : 480, June 2025 : 480, July 2025 : 480, August 2025 : 880, September 2025 : 880"
related_keywords,custom vertical blinds,100,,"October 2024 : 480, November 2024 : 1300, December 2024 : 720, January 2025 : 720, February 2025 : 720, March 2025 : 720, April 2025 : 720, May 2025 : 590, June 2025 : 590, July 2025 : 720, August 2025 : 720, September 2025 : 1000"
related_keywords,blinds and more,100,,"October 2024 : 590, November 2024 : 590, December 2024 : 590, January 2025 : 720, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 880, August 2025 : 720, September 2025 : 720"
related_keywords,best blinds company,100,,"October 2024 : 880, November 2024 : 2400, December 2024 : 880, January 2025 : 590, February 2025 : 480, March 2025 : 590, April 2025 : 480, May 2025 : 590, June 2025 : 480, July 2025 : 480, August 2025 : 480, September 2025 : 590"
related_keywords,cheap faux wood blinds,100,,"October 2024 : 880, November 2024 : 720, December 2024 : 880, January 2025 : 720, February 2025 : 590, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 1300, August 2025 : 720, September 2025 : 720"
related_keywords,bali roman shades,100,,"October 2024 : 1600, November 2024 : 880, December 2024 : 590, January 2025 : 590, February 2025 : 590, March 2025 : 590, April 2025 : 590, May 2025 : 590, June 2025 : 480, July 2025 : 480, August 2025 : 1300, September 2025 : 720"
related_keywords,motorized top down bottom up shades,100,,"October 2024 : 1000, November 2024 : 720, December 2024 : 720, January 2025 : 880, February 2025 : 880, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 590, August 2025 : 720, September 2025 : 590"
related_keywords,best roman shades,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 590, January 2025 : 880, February 2025 : 590, March 2025 : 720, April 2025 : 590, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,double cell cellular shades,86,,"October 2024 : 390, November 2024 : 590, December 2024 : 390, January 2025 : 590, February 2025 : 390, March 2025 : 480, April 2025 : 480, May 2025 : 480, June 2025 : 720, July 2025 : 720, August 2025 : 1900, September 2025 : 1900"
related_keywords,3 day blinds cost,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 590, April 2025 : 590, May 2025 : 590, June 2025 : 590, July 2025 : 480, August 2025 : 720, September 2025 : 590"
related_keywords,cordless blackout shades,100,,"October 2024 : 590, November 2024 : 720, December 2024 : 590, January 2025 : 590, February 2025 : 390, March 2025 : 590, April 2025 : 590, May 2025 : 590, June 2025 : 880, July 2025 : 720, August 2025 : 1000, September 2025 : 880"
related_keywords,electric blackout shades,100,,"October 2024 : 480, November 2024 : 1600, December 2024 : 720, January 2025 : 590, February 2025 : 480, March 2025 : 590, April 2025 : 590, May 2025 : 720, June 2025 : 590, July 2025 : 720, August 2025 : 590, September 2025 : 480"
related_keywords,custom motorized blinds,39,,"October 2024 : 390, November 2024 : 320, December 2024 : 2900, January 2025 : 880, February 2025 : 320, March 2025 : 480, April 2025 : 390, May 2025 : 320, June 2025 : 320, July 2025 : 390, August 2025 : 1000, September 2025 : 1000"
related_keywords,banded shades,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 590, January 2025 : 720, February 2025 : 720, March 2025 : 880, April 2025 : 1000, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 590, September 2025 : 720"
related_keywords,costco blinds and shades,100,,"October 2024 : 480, November 2024 : 720, December 2024 : 590, January 2025 : 880, February 2025 : 590, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 390, July 2025 : 480, August 2025 : 1000, September 2025 : 1000"
related_keywords,drapery installers near me,84,,"October 2024 : 590, November 2024 : 720, December 2024 : 720, January 2025 : 720, February 2025 : 880, March 2025 : 1000, April 2025 : 590, May 2025 : 720, June 2025 : 590, July 2025 : 590, August 2025 : 590, September 2025 : 480"
related_keywords,accordian blinds,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 590, January 2025 : 880, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 880, June 2025 : 720, July 2025 : 880, August 2025 : 720, September 2025 : 590"
related_keywords,thermal blinds for windows,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 1000, January 2025 : 1600, February 2025 : 720, March 2025 : 480, April 2025 : 480, May 2025 : 480, June 2025 : 590, July 2025 : 590, August 2025 : 590, September 2025 : 480"
related_keywords,custom outdoor roller shades,100,,"October 2024 : 720, November 2024 : 480, December 2024 : 390, January 2025 : 320, February 2025 : 390, March 2025 : 880, April 2025 : 1000, May 2025 : 1000, June 2025 : 880, July 2025 : 880, August 2025 : 880, September 2025 : 720"
related_keywords,blackout honeycomb blinds,100,,"October 2024 : 1300, November 2024 : 720, December 2024 : 720, January 2025 : 880, February 2025 : 590, March 2025 : 590, April 2025 : 590, May 2025 : 590, June 2025 : 720, July 2025 : 590, August 2025 : 590, September 2025 : 390"
related_keywords,best window treatments,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 590, January 2025 : 880, February 2025 : 720, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 590, August 2025 : 590, September 2025 : 590"
related_keywords,hunter douglas duette honeycomb shades,79,,"October 2024 : 480, November 2024 : 390, December 2024 : 390, January 2025 : 590, February 2025 : 480, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 880, July 2025 : 880, August 2025 : 1600, September 2025 : 1300"
related_keywords,blinds for sale near me,100,,"October 2024 : 1000, November 2024 : 590, December 2024 : 720, January 2025 : 1000, February 2025 : 590, March 2025 : 720, April 2025 : 590, May 2025 : 590, June 2025 : 720, July 2025 : 590, August 2025 : 720, September 2025 : 720"
related_keywords,bathroom shades,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 590, January 2025 : 720, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 590, August 2025 : 590, September 2025 : 590"
related_keywords,black roller shades,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,vertical shades,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 590, January 2025 : 720, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 720, June 2025 : 720, July 2025 : 590, August 2025 : 720, September 2025 : 720"
related_keywords,zebra roller shades,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 720, February 2025 : 720, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 590, August 2025 : 720, September 2025 : 720"
related_keywords,window covering stores near me,92,,"October 2024 : 390, November 2024 : 480, December 2024 : 320, January 2025 : 2400, February 2025 : 1000, March 2025 : 590, April 2025 : 480, May 2025 : 480, June 2025 : 390, July 2025 : 390, August 2025 : 390, September 2025 : 390"
related_keywords,zebra roller blinds,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 720, February 2025 : 720, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 590, August 2025 : 720, September 2025 : 720"
related_keywords,blinds for windows nearby,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 590, January 2025 : 590, February 2025 : 720, March 2025 : 1000, April 2025 : 880, May 2025 : 880, June 2025 : 720, July 2025 : 720, August 2025 : 590, September 2025 : 590"
related_keywords,shutter companies,62,,"October 2024 : 880, November 2024 : 590, December 2024 : 390, January 2025 : 590, February 2025 : 590, March 2025 : 880, April 2025 : 720, May 2025 : 590, June 2025 : 720, July 2025 : 590, August 2025 : 720, September 2025 : 590"
related_keywords,1 inch wood blinds,100,,"October 2024 : 720, November 2024 : 880, December 2024 : 590, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 590, September 2025 : 590"
related_keywords,pull down blackout shades,100,,"October 2024 : 480, November 2024 : 590, December 2024 : 480, January 2025 : 720, February 2025 : 590, March 2025 : 720, April 2025 : 590, May 2025 : 880, June 2025 : 1000, July 2025 : 880, August 2025 : 880, September 2025 : 590"
related_keywords,levolor motorized blinds,76,,"October 2024 : 390, November 2024 : 1600, December 2024 : 1000, January 2025 : 390, February 2025 : 390, March 2025 : 480, April 2025 : 390, May 2025 : 390, June 2025 : 480, July 2025 : 480, August 2025 : 1300, September 2025 : 720"
related_keywords,sun blocking shades,100,,"October 2024 : 720, November 2024 : 480, December 2024 : 320, January 2025 : 480, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 880, June 2025 : 1300, July 2025 : 1000, August 2025 : 720, September 2025 : 390"
related_keywords,modern window shades,100,,"October 2024 : 720, November 2024 : 720, December 2024 : 720, January 2025 : 720, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 590, June 2025 : 590, July 2025 : 590, August 2025 : 590, September 2025 : 590"
related_keywords,motorized blinds home depot,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 880, February 2025 : 720, March 2025 : 880, April 2025 : 880, May 2025 : 880, June 2025 : 880, July 2025 : 720, August 2025 : 720, September 2025 : 590"
related_keywords,venetian blinds home depot,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 720, January 2025 : 720, February 2025 : 590, March 2025 : 720, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 720, September 2025 : 720"
related_keywords,contemporary window treatments for sliding glass doors,100,,"October 2024 : 880, November 2024 : 880, December 2024 : 590, January 2025 : 1000, February 2025 : 720, March 2025 : 880, April 2025 : 720, May 2025 : 720, June 2025 : 720, July 2025 : 720, August 2025 : 590, September 2025 : 590"
